Id,City,Name,Address,Coordinates,StateCode
2097,Tampa,ABC Pizza,7512 W Hillsborough Ave,[27.996336] [-82.563664],FL
2098,Tampa,Roma Pizza,1724 E 7th Ave,[27.960411] [-82.439702],FL
2099,Tampa,New York New York,1512 E 7th Ave,[27.960247] [-82.442426],FL
2100,Tampa,Tampa Pizza Company,777 N Ashley Dr Ste C,[27.9498] [-82.460221],FL
2101,Tampa,Westshore Pizza,5228 S Dale Mabry Hwy,[27.888698] [-82.506289],FL
2102,Tampa,Marina's Pizza,12121 W Linebaugh Ave,[28.05645858] [-82.62423635],FL
2103,Tampa,Paci's Pizza,2307 S Dale Mabry Hwy,[27.92461767] [-82.50625544],FL
2104,Taneytown,Tony's Cafe,502 E Baltimore St,[39.64840386] [-77.15846706],MD
2105,Tarrytown,Hollywood North Pizza,95 Beekman Ave,[41.084046] [-73.863171],NY
2106,Tempe,Guss New York Style Pizza,933 E University Dr,[33.421198] [-111.925059],AZ
2107,Tempe,Venezia's Pizzeria,27 E Southern Ave,[33.3914628] [-111.9386673],AZ
2108,Thorndale,Joey's Pizza,3449 Lincoln Hwy,[39.995593] [-75.749395],PA
2109,Thornwood,Silvios Restaurant Pizzeria,628 Columbus Ave,[41.11407] [-73.77097],NY
2110,Thornwood,Thornwood Pasta & Pizza,808 Commerce St,[41.12053545] [-73.7823987],NY
2111,Thousand Oaks,Toppers Pizza Place,1416 N Moorpark Rd,[34.197704] [-118.86805],CA
2112,Thousand Oaks,California Pizza Kitchen,2200 E Thousand Oaks Blvd,[34.174461] [-118.844574],CA
2113,Tiffin,Fort Ball Pizza Palace,91 N Washington St,[41.1204] [-83.1775],OH
2114,Titusville,Pizzoni's,3045 Columbia Blvd,[28.55191646] [-80.83984669],FL
2115,Titusville,Kelsey's Pizzeria,2845 Garden St,[28.614673] [-80.83837978],FL
2116,Toledo,The Original Ginos Pizza,1280 W Alexis Rd,[41.721845] [-83.573882],OH
2117,Toledo,Capers Pizza Bar,2038 S Byrne Rd,[41.601237] [-83.62574],OH
2118,Toledo,Home Slice Pizza,28 S Saint Clair St,[41.646752] [-83.538866],OH
2119,Toledo,Jo-Jo's Pizza,4336 Monroe St,[41.684531] [-83.612192],OH
2120,Toledo,Vito's Pizza,3130 W Central Ave,[41.6777] [-83.62032831],OH
2121,Tonawanda,Molinaras NY Pizza Caffe,2776 Sheridan Dr,[42.981087] [-78.830868],NY
2122,Tonawanda,Francos Pizza,2308 Niagara Falls Blvd,[43.017091] [-78.82263],NY
2123,Tonawanda,Franco's Pizza,600 Delaware St,[43.0031] [-78.8751],NY
2124,Tonawanda,John's Pizza Subs,4241 Delaware Ave,[42.99975262] [-78.87476708],NY
2125,Tooele,Papa Johns Pizza,1480 N 30 West,[40.557982] [-112.298416],UT
2126,Topeka,Via's Pizzeria,738 SW Gage Blvd,[39.05598] [-95.72465],KS
2127,Topeka,Buzzard's Pizza,4745 NW Hunters Ridge Cir,[39.13198] [-95.7167],KS
2128,Torrance,Georgio's Pizza,4964 W 190th St,[33.857817] [-118.363985],CA
2129,Torrance,Jack's Pizza,5007 Pacific Coast Hwy,[33.812763] [-118.367578],CA
2130,Tracy,Straw Hat Pizza,3228 N Tracy Blvd,[37.7602] [-121.435],CA
2131,Traverse City,Thats a Pizza,3860 N Long Lake Rd,[44.757113] [-85.652529],MI
2132,Traverse City,Dino's Pizza,543 E Eighth St,[44.759399] [-85.612496],MI
2133,Trenton,Pizza Hut,835 West State Street,[39.480325] [-84.47224],OH
2134,Trexlertown,Picasso Pizza,7150 Hamilton Blvd,[40.549] [-75.5979],PA
2135,Troy,The Red Front,71 Division St,[42.72616] [-73.690946],NY
2136,Troy,Sbarro,2800 W Big Beaver Rd,[42.561436] [-83.183863],MI
2137,Troy,Bellacino's Pizza & Grinders,166 W Maple Rd,[42.54842] [-83.14925],MI
2138,Troy,Chandler Brothers' Pizza Man,611 Edwardsville Rd,[38.7326579] [-89.89893363],IL
2139,Tuckahoe,Villaggio's Pizza,66 Main St,[40.950061] [-73.82671],NY
2140,Tucson,Hungry Howies Pizza,150 N Pantano Rd,[32.223015] [-110.822913],AZ
2141,Tucson,Magpies Gourmet Pizza,605 N 4th Ave,[32.2293] [-110.9659],AZ
2142,Tucson,Brooklyn Pizza Company,534 N 4th Ave,[32.228578] [-110.965641],AZ
2143,Tucson,Grimaldi's Pizzeria,446 N Campbell Ave,[32.227154] [-110.943778],AZ
2144,Tucson,Monkey Business,8579 N Silverbell Rd,[32.36276695] [-111.120961],AZ
2145,Tucson,Hungry Howie's Pizza,3122 N Campbell Ave,[32.26363] [-110.94319],AZ
2146,Tulsa,Marleys Chicago Style Pizzeria,6104 E 71st St,[36.06036] [-95.907617],OK
2147,Tulsa,Mario's NY Style Pizzeria,3350 E 51st St,[36.088642] [-95.93723],OK
2148,Tulsa,Top That! Pizza - Midtown Tulsa,5347 E 41st St,[36.10533976] [-95.91561679],OK
2149,Twin Falls,Maxie's Pizza,170 Blue Lakes Blvd,[42.54979861] [-114.4600283],ID
2150,Tyler,DoubleDave's Pizza Works,5201 S Broadway Ave,[32.295294] [-95.301607],TX
2151,Upland,Petrilli's Pizza,110 S Mountain Ave,[34.094086] [-117.669716],CA
2152,Urbana,Manolo's Pizza & Empanadas,1115 W Oregon St,[40.107] [-88.2235],IL
2153,Utica,Francos Pizza,411 Trenton Ave,[43.116936] [-75.210664],NY
2154,Utica,Rosario's Pizzeria,1803 Welsh Bush Rd,[43.0811] [-75.2064],NY
2155,Valencia,Z Pizza,27015 Mcbean Pkwy,[34.422946] [-118.564031],CA
2156,Valhalla,Esposito's,18 Broadway,[41.07375] [-73.77243],NY
2157,Valley Cottage,Dee Marias,482 Kings Hwy,[41.119631] [-73.949753],NY
2158,Valley Village,Joe Peeps Pizza,12460 Magnolia Blvd,[34.164589] [-118.40492],CA
2159,Valley Village,Danielle's Wood-fired Pizza,4822 Laurel Canyon Blvd,[34.15828] [-118.39615],CA
2160,Vancouver,Papa Murphys,10501 NE Highway 99,[45.698009] [-122.653399],WA
2161,Vancouver,Papa Murphy's,6605 E Mill Plain Blvd,[45.627149] [-122.603662],WA
2162,Vancouver,Papa Murphy's,8611 NE Ward Rd,[45.68521] [-122.505588],WA
2163,Vancouver,Papa Murphy's,3415 SE 192nd Ave,[45.596329] [-122.47797],WA
2164,Vancouver,Leonardo's,16505 SE 1st St,[45.62084556] [-122.502446],WA
2165,Venice,Amores,2357 Tamiami Trl S,[27.050887] [-82.406889],FL
2166,Venice,Giannis Pizza,212 Tamiami Trl S,[27.0983] [-82.4447],FL
2167,Ventura,Toppers Pizza Place,3940 E Main St,[34.272777] [-119.251138],CA
2168,Vero Beach,Big Apple,2950 9th St SW,[27.58813] [-80.41601],FL
2169,Villa Rica,Johnny's New York Style Pizza And Subs,2000 Mirror Lake Blvd,[33.733805] [-84.900134],GA
2170,Vincennes,Bill Bobes Pizzeria,1651 N 6th St,[38.68512] [-87.5134],IN
2171,Vinton,New York Pizza and Subs,708 Hardy Rd,[37.27348243] [-79.89164484],VA
2172,Virginia Beach,Beach Bella Pizza,616 Virginia Beach Blvd,[36.844691] [-75.982375],VA
2173,Virginia Beach,Bella Pizzeria,2029 Lynnhaven Pkwy,[36.792844] [-76.123023],VA
2174,Virginia Beach,Chichos,2820 Pacific Ave,[36.85689] [-75.979065],VA
2175,Virginia Beach,Roma New York Style Pizza,424 Atlantic Ave,[36.833662] [-75.971056],VA
2176,Virginia Beach,Brothers Pizza,401 N Great Neck Rd,[36.84584086] [-76.04914895],VA
2177,Virginia Beach,Sal's Pizzeria,1608 Pleasure House Rd,[36.89563038] [-76.14023106],VA
2178,Virginia Beach,All Around Pizzas & Subs,3501 Holland Rd,[36.80956345] [-76.09375477],VA
2179,Virginia Beach,FreshCrust Trattoria,1060 Lynnhaven Pkwy Ste 106,[36.80495] [-76.07994],VA
2180,Visalia,Sbarro,2031 S Mooney Blvd,[36.310677] [-119.316184],CA
2181,Vista,Flippin Pizza,2440 S Melrose Dr,[33.141834] [-117.24262],CA
2182,Waconia,D'Vinci's,540 S Elm St,[44.84391] [-93.78664],MN
2183,Wake Forest,PTA Pizza Hoagie,12277 Capital Blvd,[35.981014] [-78.540873],NC
2184,Wake Forest,Bella Italia,109-5 Capcom Ave,[35.95055183] [-78.5286076],NC
2185,Waldport,Grand Central Pizza,245 Hwy 101,[44.424628] [-124.06827],OR
2186,Walnut Creek,Mountain Mike's Pizza,1817 Ygnacio Valley Rd,[37.9178] [-122.039],CA
2187,Walnut Creek,Skipolini's Pizza,1535 Giammona Dr,[37.9021] [-122.0628],CA
2188,Walnut Grove,Pizza Factory,14127 River Rd,[38.2389] [-121.5289],CA
2189,Wantagh,Cherrywood Pizza,1919 Wantagh Ave,[40.6741] [-73.51],NY
2190,Warminster,Tonys Place Bar and Grille,1237 Greeley Ave,[40.213458] [-75.070133],PA
2191,Warner Robins,Allens Stone Baked Pizza,115 Margie Dr Ste A,[32.621373] [-83.690373],GA
2192,Warren,Sorrentos Pizza,8284 E 9 Mile Rd,[42.463027] [-83.021862],MI
2193,Warren,Jet's Pizza,31089 Hayes Rd,[42.525104] [-82.96906],MI
2194,Warrington,Warrington Pizza,620 Easton Rd,[40.231531] [-75.138093],PA
2195,Washington Crossing,Dominicks Pizzeria Italian Restaurant,1250 Gen. Washington Blvd.,[40.292365] [-74.872428],PA
2196,Washingtonville,Brother Brunos Pizzeria Restaurant,40 Brotherhood Plaza Dr,[41.429823] [-74.163165],NY
2197,Waterford,Jet's Pizza,5332 Dixie Hwy,[42.69682158] [-83.393951],MI
2198,Waterloo,Papa Vito's Pizza,223 W Mill St,[38.3358] [-90.1531],IL
2199,Wauconda,JJ Twigs Pizza Pub,1200 N Old Rand Rd,[42.277924] [-88.149651],IL
2200,Waukegan,Jacks Pizza Burgers,1000 N Green Bay Rd,[42.375039] [-87.883344],IL
2201,Waukesha,Little Caesar's Pizza,1617 Summit Ave,[43.021826] [-88.254084],WI
2202,Waupaca,Weasels of Waupaca,108 E Union,[44.357004] [-89.084218],WI
2203,Wausau,Rocky Rococo,3880 Rib Mountain Dr,[44.92144] [-89.65228],WI
2204,Wayne,Domino's Pizza,128 W Lancaster Ave,[40.0438] [-75.3903],PA
2205,Waynesville,Pizza Hut,6782 Corwin Avenue,[39.522761] [-84.065914],OH
2206,Waynesville,Bentino's Pizza,121 S Main St,[39.529212] [-84.087189],OH
2207,Weatherford,Nizza Pizza,1016 S Main St,[32.747276] [-97.797806],TX
2208,Wellsboro,Pudgies Pizza,105 East Ave,[41.746829] [-77.28571],PA
2209,West Babylon,Alitalia Pizzeria,999 W Montauk Hwy,[40.68544697] [-73.35129982],NY
2210,West Bend,Sal's Pizzeria,161 N Main St,[43.42459003] [-88.183097],WI
2211,West Chester,Fratellis Pizzeria,6890 Tylersville Rd,[39.357537] [-84.395632],OH
2212,West Chester,Pat's Pizzeria,1149 W Chester Pike,[39.9697] [-75.5671],PA
2213,West Chester,Mike's Pizza Shoppe,1502 W Chester Pike,[39.96567428] [-75.52685393],PA
2214,West Covina,Unique Pizza,180 S Glendora Ave,[34.070553] [-117.920997],CA
2215,West Covina,3.99 Pizza Co 2,1931 W Badillo St,[34.087566] [-117.944783],CA
2216,West Des Moines,NYC Pizza Cafe,6305 Mills Civic Pkwy Ste 3111,[41.56184] [-93.795499],IA
2217,West Des Moines,Chuck Celsis Tavern Restaurant,205 5th St,[41.571417] [-93.708752],IA
2218,West Des Moines,Hometown Pizza,1960 Grand Ave Ste 1,[41.57221] [-93.72944],IA
2219,West Islip,Slices Ices Pizzeria,159 Higbie Ln,[40.70554] [-73.306412],NY
2220,West Islip,Italianos,5 Udall Rd,[40.710463] [-73.306392],NY
2221,West Jordan,Papa Murphys,2688 W 9000 S,[40.588116] [-111.957478],UT
2222,West Palm Beach,Amici Brick Oven Pizza,801 Village Blvd Ste 306,[26.71365] [-80.10205],FL
2223,West Valley City,Papa Murphy's,3525 W 3500 S,[40.695556] [-111.975229],UT
2224,Westchester,Giordano's,10410 W Cermak Rd,[41.848682] [-87.882267],IL
2225,Westerville,Classic Pizza & Sports Bar,742 N State St,[40.1449395] [-82.92282486],OH
2226,Westland,Slice of the 80s,34747 Warren Rd,[42.338678] [-83.384055],MI
2227,Westland,Krustyzz Pizza,28985 Joy Rd,[42.35469] [-83.32826],MI
2228,Westland,Mancino's Pizza,37632 Ford Rd,[42.323948] [-83.41109],MI
2229,Westminster,Danos Pizzeria,16505 Heil Ave,[33.722834] [-117.972326],CA
2230,Westminster,Dino's Pizza,6391 Westminster Blvd,[33.75984732] [-118.0177975],CA
2231,Wexford,Mama Lucia,11978 US Route 19,[40.631425] [-80.057823],PA
2232,Wheat Ridge,My Pie,3928 Wadsworth Blvd,[39.772138] [-105.080217],CO
2233,Wheaton,Evviva Pizzeria,1022 College Ave,[41.86899252] [-88.09073687],IL
2234,White Plains,Mario's Pizza & Restaurant,118 Mamaroneck Ave,[41.02988222] [-73.76554],NY
2235,Whitestone,Gigis Pizzeria,2009 Francis Lewis Blvd,[40.779976] [-73.802135],NY
2236,Wichita,Knollas Pizza,7732 E Central Ave,[37.69484] [-97.245802],KS
2237,Wichita,Papa John's Pizza,3236 N Rock Rd Ste 120,[37.741] [-97.244],KS
2238,Wichita,Papa Murphy's,9747 E 21st St N,[37.721947] [-97.223907],KS
2239,Wickliffe,Giuseppe's Pizza & Subs,30441 Euclid Ave,[41.61929] [-81.45672],OH
2240,Willow Grove,Randazzos Pizzeria,3648 Welsh Rd,[40.15274] [-75.137319],PA
2241,Wilmington,Slice Of Life,3715 Patriot Way,[34.174503] [-77.893256],NC
2242,Wilmington,Pat's Pizza Bistro,4231 Concord Pike,[39.812838] [-75.547639],DE
2243,Wilmington,Elizabeth's Pizza Italian Restaurant Pizza and Subs,4304 Market St,[34.242159] [-77.891683],NC
2244,Winchester,Umberto's Pasta & Pizza,170 Delco Plz,[39.159299] [-78.15392581],VA
2245,Windsor Mill,Buon Giorno,6860 Dogwood Rd,[39.32273469] [-76.7490809],MD
2246,Winslow,Captain Tonys Pizza And Pasta Emporium,2217 N Park Dr,[35.042469] [-110.698305],AZ
2247,Winston-Salem,Burke Street Pizza 2,3352 Robinhood Road,[36.115951] [-80.312684],NC
2248,Winter Park,Park Avenue Pizza,119 E Lyman Ave,[28.5951] [-81.3505],FL
2249,Wood Dale,Marinos Pizza,136 E Irving Park Rd,[41.962902] [-87.977347],IL
2250,Woodbridge,Brixx Wood Fired Pizza,14900 Potomac Town Pl,[38.629] [-77.2876],VA
2251,Woodbury,Franks Gourmet Pizza,141B Woodbury Road,[40.828733] [-73.461518],NY
2252,Woodbury,Papa John's Pizza,1000 Cooper St,[39.828326] [-75.12422],NJ
2253,Woodhaven,Sal's Pizzeria,8507 Jamaica Ave,[40.692526] [-73.859024],NY
2254,Woodinville,The Pizza Coop and Ale House,13317 NE 175th St,[47.75379] [-122.16069],WA
2255,Woodland Hills,Topanga Pizza and Cafe,22994 Ventura Blvd,[34.164745] [-118.626702],CA
2256,Woodland Hills,Barones The Pizzeria Express,22435 Ventura Blvd,[34.168473] [-118.615919],CA
2257,Woodside,Mama Carmelas Pizza,4914 30th Ave,[40.760309] [-73.907433],NY
2258,Woodstock,Napoli's Pizza,930 Lake Ave,[42.3039372] [-88.43380286],IL
2259,Wooster,Coccia House,764 Pittsburg Ave,[40.798268] [-81.929262],OH
2260,Wyandotte,Mancinos,480 Eureka Rd,[42.1999] [-83.1559],MI
2261,Wyandotte,JJ's Pizza,1952 Ford Ave,[42.214] [-83.1759],MI
2262,Wylie,Napolis Pizza,701 N Highway 78,[33.016412] [-96.531957],TX
2263,Wyncote,Vinny's Pizza,835 Glenside Ave,[40.097774] [-75.145428],PA
2264,Wyoming,Palermo Pizza,749 36th St SW,[42.89895603] [-85.68416433],MI
2265,Yakima,Abby's Pizza,4804 Tieton Dr,[46.59229185] [-120.5734884],WA
2266,Yelm,Casa Mia Italian Restaurant and Pizzeria,134 Prarie Park,[46.939133] [-122.599708],WA
2267,Yelm,Pizzeria La Gitana,309 E Yelm Ave,[46.93996774] [-122.6035798],WA
2268,Yonkers,Pizza In The Square,750 Central Park Ave,[40.92573] [-73.85606],NY
2269,Yonkers,Frank Pepe Pizzeria Napoletana,1955 Central Park Ave,[40.96538] [-73.838835],NY
2270,Yonkers,Dom and Vinnie's Restaurant,351 Saw Mill River Rd,[40.94877] [-73.87673],NY
2271,Yonkers,Singas Famous Pizza,2500 Central Park Ave,[40.98249] [-73.82846],NY
2272,Yonkers,Gigi's Pizza,495 Odell Ave,[40.96648706] [-73.87253589],NY
2273,York,Papa Johns Pizza,914 E Liberty St Ste B-23,[34.984795] [-81.228594],SC
2274,York,Genova's,2530 W Market St,[39.94980118] [-76.77790996],PA
2275,Yorkville,Rosatis Pizza,1985 Marketview Dr,[41.666192] [-88.44088],IL
2276,Youngstown,Bruno Bros Pizza,8381 Market St,[40.996343] [-80.66232],OH
2277,Youngstown,Wedgewood Pizza,1622 S Raccoon Rd,[41.084422] [-80.732694],OH
2278,Youngstown,Belleria,8485 Market St,[40.99221] [-80.662701],OH
2279,Ypsilanti,Hungry Howie's,1874 Whittaker Rd,[42.213952] [-83.620798],MI
2280,Ypsilanti,Ypsilanti Pizza Depot,308 Perrin St,[42.2453923] [-83.6204538],MI
2281,Yucaipa,Gourmet Pizza Shoppe,13661 Calimesa Blvd,[34.00538296] [-117.0625448],CA
2282,Yucca Valley,Papa John's Pizza,57274 Twentynine Palms Hwy,[34.12425242] [-116.4146083],CA
2283,Zeeland,Jet's Pizza,11190 Chicago Dr,[42.8043] [-86.0574],MI
